ISO3,wheat,rice,barley,maize,rye,oats,millet,sorghum,othr_grains,cassava,potato,sweet_potato,yams,othr_roots,sugar_cane,sugar_non,raw_sugar,sweeteners,honey,beans,peas,othr_pulse,nuts,soyabeans,groundnut,seed_sunflower,seed_rape,seed_cotton,coconuts,seed_sesame,preserved_olives,seed_oilcrop,oil_soyabeans,oil_groundnut,oil_sunflower,oil_rape,oil_cotton,oil_palmkernel,oil_palm,oil_coconut,oil_sesame,oil_olive,oil_ricebran,oil_maize,oil_oilcrop,tomato,onion,othr_vegetables,orange,lemon,grapefruit,citrus,banana,plantains,apple,pineapple,dates,grapes,othr_fruits,beef,lamb,pork,poultry,othr_meat,offals,butter,cream,fat_ani,oil_fish_body,oil_fish_liver,eggs,milk,fish_freshw,fish_demrs,fish_pelag,fish_marine,crustaceans,cephalopods,othr_molluscs,fish_aquatic,fish_aquaticplant
AGO,0.20088397841763653,0.21499864442860156,0.4787569614290095,0.14538825851011347,0.24002192568098055,0.5400226302149871,0.13509221112877134,0.16708037260716893,1.232832177452862,0.42833334082137864,0.1065,0.27333301802847204,0.152737808511493,0.2686132335556286,0.10385456839515603,1.9242606047777917,0.00599990800592009,0.18000146001387013,0.09000096052252426,0.7397689003609671,0.7182802579078594,1.3506328905366187,0.45245724290999245,2.31548900327562,0.43649991852696757,0.7896967957991765,4.797605731011693,0,0.1672771361112884,9.829910453572124,0.8432426551161574,1.6187248186189953,0.001662477189502257,0.026929456674506424,8.203282365473e-4,0.03222849149297888,0.04791453753900279,0,0,0,0.03428209169689015,0.01,0.005078272050635159,0,0.004422576099907576,0.1296794968363965,0.2509153176292992,0.9154083937074274,0.30998136323363173,0.3861792713453364,0.0794054249481111,0.6199993409345548,0.06999999999999999,0.07505668713148736,0.05999906768599664,0.20399801279875654,0.3725427300233619,0.20999874859216622,0.16487170593621317,0.049999999999999996,0.1,0.10800084013529077,0.10857269643568974,0.6500041380451875,0.12420217738520936,0.17000331638293167,0.6468606685778009,0.028316228389261577,0,0,0.581304981888319,1.2005078881648497,0.44000866175833697,1.7700036886757655,0.27999505745706166,0.5200078693684832,7.705223199620397,0.5300119826712139,1.1199579958673727,0.5153879296569214,0.26000008678072334
ALB,0.15239862750598848,0.07,0.3300027374760471,0.025966317574576712,0.24000326868598826,0.5400226302149871,0.18176195116438973,0.16708037260716893,1.232832177452862,0.4090233397379857,0.10000049483148514,0.30000476009139376,0.152737808511493,0.2686132335556286,0.10385456839515603,1.9242606047777917,0.009999890060356864,0.18000060925626427,0.06,1.430002070377499,0.7182802579078594,1.0537026884480805,0.7236548051604244,2.770011315107493,0.9200125143393472,0.7896967957991765,4.797605731011693,0,0.14,5.824777527379497,0.8800007874868342,1.6187248186189953,0.001662477189502257,0.026929456674506424,8.203282365473e-4,0.03222849149297888,0.04791453753900279,0,0,0,0.03428209169689015,0.010000000000000002,0.005078272050635159,0,0.004422576099907576,0.09999999999999999,0.2300001462779574,0.30946447889981377,0.3699986063813441,0.26,0.03999943084803643,0.6199941856239553,0.049999999999999996,0.07505668713148736,0.05999908328367787,0.13000381697600077,0.38999879450733704,0.14000012604320444,0.13972256688125662,0.08000225543771937,0.13000046741140883,0.1900002382597508,0.10999888443616829,0.2535255730340779,0.0916561709673844,0.2400014129782048,0.6499863126197645,0.028316228389261577,0,0,0.5599950483640734,1.2059568694925107,0.3599964723520593,0.17999590596312215,0.22000139544619393,0.20000881678716273,0.46000100689724616,0.5300093142391431,0.31000052898857383,0.5153879296569214,0.26000008678072334
ARE,0.32466783937981114,0.07000037786194088,0.4787569614290095,0.07,0.24002192568098055,0.5307296293955717,0.18176195116438973,0.16708037260716893,1.232832177452862,0.15999789323993363,0.10000134068026116,0.2999976956932507,0.152737808511493,0.12,0.10385456839515603,1.9242606047777917,0.010000042441849362,0.1800004866653689,0.05999933636393801,1.4299918673998917,0.37000000000000005,0.484685993146141,1.0193531487753376,2.7699326790493957,0.9200021954800555,0.7896967957991765,4.797605731011693,0,0.13999799008959563,0.6000108149029362,0.8799948770491803,1.6187248186189953,0.001662477189502257,0.026929456674506424,8.203282365473e-4,0.03222849149297888,0.04791453753900279,0,0,0,0.03428209169689015,0.01,0.005078272050635159,0,0.004422576099907576,0.09999927534131424,0.22999913134120917,0.46770318568272573,0.36999828477616326,0.2600002127139104,0.039999999999999994,0.6199986917558816,0.05,0.07505668713148736,0.059999774691045095,0.13,0.3899964187656679,0.14000216502485616,0.14227245209370956,0.07999925146899209,0.1299984655516342,0.11633068615573187,0.11000032135647489,0.11528416695583205,0.091856292060491,0.2400059612518629,0.6500136873802355,0.028316228389261577,0,0,0.5636537175870058,1.3976932460907174,0.35999638793570526,0.18000012918978625,0.2200046205975973,0.2,0.4599889114766217,0.5300022121446742,0.31000093350343844,0.5153879296569214,0.26000008678072334
ARG,0.3227777006080133,0.10210166703275646,0.4787569614290095,0.1692592852260179,0.24002192568098055,0.5500129041772666,0.18176195116438973,0.16708037260716893,1.232832177452862,0.27999205946577854,0.07000032211824961,0.3399985022092414,0.152737808511493,0.2686132335556286,0.10385456839515603,1.9242606047777917,0.45000013227828173,0.7245993540917677,0.2599963500319372,1.3150018250395425,0.7182802579078594,0.9799834526271566,1.4791960728391502,2.126709522557208,0.5284587325648081,0.7896967957991765,4.797605731011693,0,0.23999210335826623,7.269928946856142,0.36000292002774026,1.6187248186189953,0.001662477189502257,0.026929456674506424,8.203282365473e-4,0.03222849149297888,0.04791453753900279,0,0,0,0.03428209169689015,0.01,0.005078272050635159,0,0.004422576099907576,0.0899994522571423,0.31999919598191967,0.28309292421340226,0.26899933946813614,0.2999989850497833,0.2099914380374493,0.5996294408748002,0.07999806225447884,0.07505668713148736,0.09000100956199432,0.18000438180092018,0.3725427300233619,0.13000050344862307,0.10973406677746254,0.07260053594172367,0.07999925854526581,0.12000152286196525,0.12000013047037833,0.18435431267049565,0.10314661329701048,0.22,0.9499939165348582,0.028316228389261577,0,0,0.5399974925270709,1.0600000783033454,0.23000060631783184,0.25999816168022427,0.2599951479864144,0.15,0.5900157232704403,0.24999308723904326,0.9100069273883745,0.5153879296569214,0.26000008678072334
ARM,0.32466809289753845,0.06999952903499271,0.4787569614290095,0.0699995133346311,0.23999908750798427,0.5400067786004797,0.18176195116438973,0.16708037260716893,1.7999323384013797,0.4090233397379857,0.09999955947815782,0.2713618516857786,0.152737808511493,0.2686132335556286,0.10385456839515603,1.9242606047777917,0.009999989889195695,0.18000072277836002,0.06000217912399216,1.2784041683529075,0.7182802579078594,1.3506328905366187,0.7541705144915466,2.126709522557208,0.9199502281211116,0.7896967957991765,4.797605731011693,0,0.13999766027140853,0.5999975666731555,0.8800056154143123,1.6187248186189953,0.001662477189502257,0.026929456674506424,8.203282365473e-4,0.03222849149297888,0.04791453753900279,0,0,0,0.03428209169689015,0.01,0.005078272050635159,0,0.004422576099907576,0.09999981202159496,0.23000023661358635,0.4252381171798766,0.3699977468431313,0.2600042628017264,0.04000024164220039,0.6200096398815672,0.050000766553727746,0.07505668713148736,0.06000036481778365,0.12999807316468937,0.38999933150611676,0.1399999347243573,0.10352151099709761,0.07999944144219624,0.13,0.1900007881669863,0.11,0.2535255730340779,0.09019719817102831,0.24000813586901248,0.6499981749826623,0.028316228389261577,0,0,0.5609048382973307,1.1848837991643062,0.359993170398556,0.1800019210450485,0.2200030178050498,0.2,0.46000321200706645,0.46404635559735957,0.31000052898857383,0.5153879296569214,0.26000008678072334
ATG,0.3227778803628889,0.1021000423937657,0.4787569614290095,0.1692534386940935,0.24002192568098055,0.5499975503405027,0.18176195116438973,0.16708037260716893,1.232832177452862,0.28,0.07000098648515339,0.340009605293584,0.1,0.2686132335556286,0.10385456839515603,1.9242606047777917,0.4500008144295192,0.7246021600176328,0.25999490705373063,1.314998213282965,0.6500211595429538,1.3506328905366187,0.7147247792260047,2.2600126090851775,0.6600021791239922,0.7896967957991765,4.797605731011693,0,0.24,5.824777527379497,0.3599925512104283,1.6187248186189953,0.001662477189502257,0.026929456674506424,8.203282365473e-4,0.03222849149297888,0.04791453753900279,0,0,0,0.03428209169689015,0.009999999999999998,0.005078272050635159,0,0.01,0.08999930960465452,0.32000066258441046,0.2823773985973569,0.2689997703794844,0.2999942827739981,0.2099927970344864,0.6600043607820336,0.08,0.0799990641085634,0.09000199852791359,0.17999624420982346,0.5700034380013751,0.1299998793392618,0.21538256809059378,0.07259969819986892,0.07999922980154554,0.12000036623161403,0.1200002349663166,0.2535255730340779,0.1017666708027458,0.24309320287061445,0.94999543753992155,0.028316228389261577,0,0,0.555712853699887,1.0492517061400977,0.23000135814206166,0.2599975513929235,0.2599998693467993,0.14999849312650418,0.5899945250479058,0.25000445990545,0.9099977521916132,0.5153879296569214,0.26000008678072334
AUS,0.15239846457090406,0.06999993265675823,0.4787569614290095,0.025966812137568216,0.2400022812820805,0.5400094195219592,0.18176195116438973,0.16708037260716893,1.232832177452862,0.16,0.10000019580238839,0.29999683163297636,0.152737808511493,0.1874298734701628,0.10385456839515603,1.9242606047777917,0.010000315249815775,0.18000104630713945,0.060000000000000005,1.4299966541959424,0.3700059312883062,1.4458357043023582,1.541731302307931,2.769940955448202,0.919993482157406,0.7896967957991765,4.797605731011693,0,0.13999935007961523,5.824777527379497,0.8800012425447317,1.6187248186189953,0.001662477189502257,0.026929456674506424,8.203282365473e-4,0.03222849149297888,0.04791453753900279,0,0,0,0.03428209169689015,0.01,0.005078272050635159,0,0.004422576099907576,0.10000048413099293,0.2299998335746501,0.2349220331923057,0.3700012443190908,0.26,0.040000344340759615,0.6199895342752486,0.05000035204573778,0.07505668713148736,0.06000005766879657,0.12999571715168046,0.3900084369510795,0.1400011456722232,0.11189385402340792,0.08000012693899312,0.13000090944416426,0.1900010172157564,0.10999977036071229,0.06000053737438874,0.09103812480568109,0.23999805314903144,0.6499863126197646,0.028316228389261577,0,0,0.5599979037424397,1.130218909623107,0.36000625880143955,0.18000280105506408,0.22000371183766898,0.19999673469387755,0.4599912275205213,0.5299964998249912,0.30999307867242343,0.5299936125558901,0.26000008678072334
AUT,0.15239851643083557,0.06999960326119299,0.33000775630009277,0.025966499198213668,0.24000000000000002,0.5399987900542459,0.18176195116438973,0.16708037260716893,1.232832177452862,0.4090233397379857,0.10000041738143237,0.29999324073135286,0.152737808511493,0.2686132335556286,0.10385456839515603,1.9242606047777917,0.010000026609969691,0.1800014897982678,0.05999936522042721,1.4299875132071849,0.36999301079443964,1.0964175933482705,0.9693479713115234,2.770027108369442,0.9199679515712633,0.7799926679497755,4.797605731011693,0,0.1400018971732119,0.6000028076874482,0.8800123380629241,1.6649700353008783,0.001662477189502257,0.026929456674506424,8.203282365473e-4,0.03222849149297888,0.04791453753900279,0,0,0,0.03428209169689015,0.01,0.005078272050635159,0,0.004422576099907576,0.10000020632637945,0.2299995908337124,0.3316668001552355,0.37000086319299635,0.25999500457913577,0.04,0.6199895342752486,0.04999830119353289,0.07505668713148736,0.05999989305376569,0.13000096280368434,0.3900126060050424,0.13999955757595867,0.1097587329033548,0.07999955450617009,0.12999794955915522,0.18999977045364314,0.10999874071275656,0.06864198967059966,0.09498322509569981,0.2400008091051297,0.6499978696510489,0.028316228389261577,0,0,0.5613215736494002,1.1471482566769426,0.3599956469692023,0.18000143900420906,0.22000063777543927,0.19999999999999998,0.4599926406875022,0.5300013825521913,0.3099969334559951,0.5299822713525915,0.26000008678072334
AZE,0.3246679918247612,0.07000067592686472,0.3300032850312078,0.06999831907981627,0.2399990266692622,0.5400226302149871,0.18176195116438973,0.16708037260716893,1.6562059734397145,0.4090233397379857,0.10000006756441761,0.2713618516857786,0.152737808511493,0.2686132335556286,0.10385456839515603,1.9242606047777917,0.010000024252477997,0.1799964390634737,0.0600002920006424,1.2784041683529075,0.7182802579078594,1.3506328905366187,0.8746799670763535,2.126709522557208,0.9200125143393473,0.7896967957991765,4.797605731011693,0,0.1399943847827613,5.824777527379497,0.8799983778084192,1.6187248186189953,0.001662477189502257,0.026929456674506424,8.203282365473e-4,0.03222849149297888,0.04791453753900279,0,0,0,0.03428209169689015,0.01,0.005078272050635159,0,0.004422576099907576,0.09999974299511777,0.22999987036052735,0.2416842216860935,0.3699963106437926,0.25999905691516956,0.04000196772924045,0.6200019029043078,0.049998863920383545,0.07505668713148736,0.059999859911604225,0.1299990457559998,0.38999933150611676,0.14000084418051176,0.11842667710158881,0.08000059285315521,0.1299991980661939,0.18999623055869677,0.11000293858360269,0.2535255730340779,0.09001237257834067,0.23999496760395042,0.6500182503954253,0.028316228389261577,0,0,0.5601962399292703,1.1560951376127744,0.36000848851397954,0.18000480268950614,0.21999931262029143,0.20000317389786396,0.4600138701317662,0.46404635559735957,1.1199579958673727,0.5153879296569214,0.26000008678072334
BEL,0.15239883203366944,0.06999788343333031,0.33000312858483677,0.025966847390974292,0.23999560246262092,0.5400107353730542,0.18176195116438973,0.16708037260716893,1.232832177452862,0.4090233397379857,0.1000000918932678,0.2713618516857786,0.152737808511493,0.2686132335556286,0.10385456839515603,1.9242606047777917,0.009999764673232554,0.17999949480916416,0.06,1.43001751995328,0.37000835163475515,0.8301184675747988,1.068953321306042,2.7700450176420492,0.9200036500235731,0.7896967957991765,2.6600357703398183,0,0.14000207210940738,5.824777527379497,0.8800187715090207,1.6187248186189953,0.001662477189502257,0.026929456674506424,8.203282365473e-4,0.03222849149297888,0.04791453753900279,0,0,0,0.03428209169689015,0.01,0.005078272050635159,0,0.004422576099907576,0.10000023237764155,0.2300047166632976,0.3604444226764972,0.36999729496477013,0.26000656582236925,0.03999877567261485,0.6200007849601632,0.05,0.030000464080193058,0.06000042812967659,0.12999969018186325,0.3900056625141563,0.13999849706390702,0.11502787881036487,0.07999904335972066,0.13000031101296924,0.1900008661361991,0.10999909587720004,0.07483732570332022,0.09863243076402993,0.2400029270434422,0.6499978367493028,0.028316228389261577,0,0,0.5601266855261173,1.1340462652298522,0.35999829948842943,0.1800082558028768,0.2199963157409966,0.1999938491819412,0.4599801304479288,0.5300016590779214,0.3099972030693274,0.5300029199922134,0.26000008678072334
